Material Composition,EnergyAboveHull,Formation_energy,Paper citation
Ba6La2Fe4Co4O24,100.9711205,-1.469495996,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6La2Fe6Co2O24,89.72129861,-1.540573317,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6La2Fe7Co1O24,73.01999556,-1.574778102,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6La2Fe8O24,60.35669252,-1.604944888,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6La2Mn2Fe6O24,69.97238548,-1.647652838,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Mg2Fe8O24,236.664682,-1.277804499,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Mn6Nb2Zn2O24,193.7216936,-1.599268589,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Mn8Zn2O24,276.2173687,-1.266850675,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Nb2Zn2Co6O24,210.3752063,-1.319230776,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Nb2Zn2Fe6O24,214.1857524,-1.505804989,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Nb2Zn2Ni6O24,346.9129011,-0.993676683,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Nd2Fe8O24,73.92834539,-1.578761707,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Pr2Fe8O24,67.13987502,-1.581496905,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sm2Fe8O24,88.11493139,-1.571391817,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sn1La1Fe8O24,158.4270431,-1.429086308,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sn2Fe8O24,283.9064534,-1.213067479,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sn2Hf1Zr6Fe1O24,3.509828563,-2.581108771,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sn2Zr7Fe1O24,52.48224456,-2.513603395,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Sr2Fe8O24,84.20250562,-1.440478162,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ta2Mn6Zn2O24,193.037892,-1.651939435,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ta2Zn2Co6O24,200.2688814,-1.377182623,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ta2Zn2Fe6O24,182.1290329,-1.563465835,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ta2Zn2Ni6O24,340.4894741,-1.063905279,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ti2Mn6Zn2O24,209.6344128,-1.589827507,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ti2Zn2Co6O24,222.9273207,-1.310175945,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ti2Zn2Fe6O24,241.5377029,-1.468941407,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Ti2Zn2Ni6O24,388.3951794,-0.970351601,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zn2Co8O24,249.5494434,-0.922120842,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zn2Fe8O24,239.2147742,-1.147953875,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zn2Ni8O24,407.1471861,-0.488125467,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zr2Mn6Zn2O24,201.4021128,-1.635006951,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zr2Zn2Co6O24,218.8005706,-1.345427638,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zr2Zn2Fe6O24,296.5012103,-1.431754351,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba6Zr2Zn2Ni6O24,344.7992754,-1.025327295,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Bi1Fe8O24,100.9492247,-1.354820188,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Bi1Zr7Fe1O24,0,-2.660210354,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Ca1Fe8O24,97.86627057,-1.4233278,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Cd1Fe8O24,126.8863121,-1.29727375,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Cd1Hf1Zr6Fe1O24,0,-2.672813042,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Cd1Zr7Fe1O24,22.47840028,-2.593572416,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Ce1Fe8O24,87.31329665,-1.537711989,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Dy1Fe8O24,95.14422461,-1.495320786,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Gd1Fe8O24,83.92079694,-1.498837422,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Ho1Fe8O24,99.06622089,-1.492766322,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7La1Fe4Co4O24,111.4422938,-1.381836855,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7La1Fe6Co2O24,97.04621619,-1.451923676,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7La1Fe7Co1O24,86.04966315,-1.480423711,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7La1Fe8O24,66.0766101,-1.517900247,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Mg1Fe8O24,156.2297298,-1.352330927,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Mn8Zn1O24,202.0924573,-1.416259415,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Nd1Fe8O24,71.90056154,-1.505770531,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Pr1Fe8O24,68.67920135,-1.506965255,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sm1Fe8O24,78.67122954,-1.502408211,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sn1Fe8O24,185.4042107,-1.320784417,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sn1Hf1Zr6Fe1O24,0,-2.700424459,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sn1Zr7Fe1O24,21.17208738,-2.631881583,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sr1Fe8O24,80.73776665,-1.432928634,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sr1Mn1Fe7O24,87.78436313,-1.452043859,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Sr1Mn2Fe6O24,93.67170962,-1.472318334,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Zn1Co8O24,177.2830204,-1.056878082,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Zn1Fe8O24,150.3710259,-1.294539365,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba7Zn1Ni8O24,325.4978877,-0.613376457,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Al1Fe7O24,113.1353022,-1.495843666,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Al2Fe6O24,136.3160768,-1.578989726,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Al4Fe4O24,175.3796258,-1.752579846,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Al6Fe2O24,201.8175651,-1.936929466,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Al8O24,227.4912848,-2.118311086,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Co6Ni2O24,191.113049,-1.055268041,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Co7Ni1O24,159.1177049,-1.112290932,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Co8O24,124.5421108,-1.171894073,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Cr8O24,15.00782838,-1.809455134,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Cu8O24,274.349274,-0.809151966,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe1Co7O24,133.0303249,-1.193319608,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe1Ni7O24,217.2528239,-0.834980124,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe2Co6O24,120.4137889,-1.235849893,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe2Cu6O24,237.5212748,-0.955955376,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe2Nb1Co5O24,122.3113557,-1.422003611,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe2Ni6O24,202.2698084,-0.91972005,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Co4O24,123.9359671,-1.292155214,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Cu4O24,198.0618591,-1.098473286,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Ir4O24,0,-1.416635672,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Mo4O24,347.3831,-1.442927714,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Ni4O24,174.0602775,-1.087443402,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Os4O24,0,-1.52134385,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Pd4O24,41.60128787,-1.224044786,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Pt4O24,9.796766169,-1.309194198,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Re4O24,0.678471,-1.762229139,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Rh4O24,7.487661938,-1.377199129,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Ru4O24,0,-1.51299853,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe4Tc4O24,0,-1.710742351,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Co2O24,108.5373838,-1.359107785,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Cu2O24,134.1806934,-1.265412946,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Ir2O24,0,-1.445805264,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Mo2O24,179.2587231,-1.50189466,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Ni2O24,137.4796526,-1.244598254,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Os2O24,29.45910878,-1.538052103,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Pd2O24,69.28696139,-1.318395696,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Pt2O24,49.34328566,-1.366212652,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Re2O24,5.900961165,-1.689878372,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Rh2O24,36.52821981,-1.407141242,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Ru2O24,12.9458568,-1.490029693,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe6Tc2O24,0,-1.636077103,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Co1O24,91.46208074,-1.39368657,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Cu1O24,103.8011105,-1.347321776,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Ir1O24,32.0094037,-1.441287185,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Mo1O24,127.6818842,-1.464524883,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Ni1O24,114.7543401,-1.32761068,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Os1O24,34.7342257,-1.502512229,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Pd1O24,75.87824454,-1.369289151,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Pt1O24,63.68903168,-1.395415004,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Re1O24,30.40327127,-1.573339364,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Rh1O24,56.15299875,-1.417007799,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Ru1O24,36.36319225,-1.466450649,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe7Tc1O24,0,-1.545820105,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Fe8O24,77.29127769,-1.425360856,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ga1Fe7O24,102.0364363,-1.437099348,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ga2Fe6O24,128.3643449,-1.447255089,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ga4Fe4O24,182.7409121,-1.465845823,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ga6Fe2O24,238.3342292,-1.483219807,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ga8O24,278.3077818,-1.513289541,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf1Fe7O24,73.49782973,-1.61823072,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf1Zr6Fe1O24,0,-2.737824648,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf2Fe6O24,71.44563177,-1.809359333,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf2Zr5Fe1O24,0,-2.748078523,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf4Co4O24,131.3501524,-2.02449967,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf4Fe4O24,63.04573585,-2.195912061,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf4Ni4O24,177.4418037,-1.838971357,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf4Zr3Fe1O24,1.167639961,-2.769420525,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf6Co2O24,70.2166732,-2.515339968,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf6Fe2O24,38.74908992,-2.598361539,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf6Ni2O24,96.85869836,-2.420450187,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf7Co1O24,45.7531836,-2.754656867,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf7Fe1O24,23.50114196,-2.802685903,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf7Ni1O24,51.86444618,-2.714421727,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Hf8O24,8.216444,-3.007047017,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ir8O24,163.2978649,-1.077299988,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn1Co7O24,129.6015322,-1.216785083,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn1Fe7O24,83.56862417,-1.445245331,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn1Ni7O24,265.2705921,-0.810370599,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn2Co6O24,142.3339536,-1.254003094,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn2Fe6O24,90.60897065,-1.464366806,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn2Zr1Fe5O24,0,-1.975964544,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn4Co4O24,155.6630465,-1.340574864,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn4Fe4O24,100.8156636,-1.506483756,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn4Ni4O24,215.60485,-1.139531802,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn6Co2O24,179.4128893,-1.416725885,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn6Ni2O24,185.1978553,-1.356269104,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn7Co1O24,168.5178267,-1.476970396,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn7Fe1O24,157.2429815,-1.517966181,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn7Ni1O24,182.0754208,-1.438385255,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mn8O24,159.4035459,-1.534232156,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Mo8O24,643.729766,-1.164179822,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb1Fe7O24,69.43614177,-1.599627038,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb2Fe6O24,57.32200585,-1.77815222,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb4Co4O24,37.9332462,-1.976335692,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb4Fe4O24,24.184234,-2.144112084,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb4Ni4O24,70.35410236,-1.80763963,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb6Fe2O24,24.89260867,-2.308538198,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb7Co1O24,45.07319863,-2.334486594,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb7Fe1O24,25.66391325,-2.35389588,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb7Ni1O24,74.77205304,-2.307116704,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Nb8O24,7.667046,-2.393729562,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ni4Co4O24,260.1297372,-0.93619626,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ni6Co2O24,250.2520383,-0.839148979,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ni7Co1O24,245.6924389,-0.790246088,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ni8O24,271.3193394,-0.711156698,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Os8O24,92.45610791,-1.258923595,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Pd8O24,90.40683362,-0.924098966,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Pt8O24,156.6279303,-0.93345629,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Re8O24,158.2186323,-1.577268173,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Rh8O24,114.525327,-1.139415902,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ru8O24,56.67383667,-1.357476705,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta1Fe7O24,54.29203205,-1.627573211,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta2Fe6O24,27.31353641,-1.833764816,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta4Co4O24,21.6105345,-2.081274885,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta4Fe4O24,0,-2.255396027,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta4Ni4O24,88.18349836,-1.917420573,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta6Co2O24,58.99391702,-2.405697416,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta6Fe2O24,121.5710071,-2.359370237,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta6Ni2O24,112.0035505,-2.350999135,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta7Co1O24,109.4739007,-2.432905557,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta7Fe1O24,76.60506372,-2.463315342,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta7Ni1O24,127.2399666,-2.418641916,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ta8O24,50.0993,-2.482716948,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Tc8O24,15.621525,-1.675769347,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Ti8O24,19.340972,-2.699870235,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8V8O24,0,-2.161760358,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Y1Fe7O24,73.80231391,-1.554715959,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Y2Fe6O24,63.15129713,-1.691098562,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Y4Fe4O24,64.50496061,-1.941073519,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Y8O24,141.6647515,-2.338811432,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zn1Fe7O24,101.7979903,-1.384754396,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zn2Fe6O24,128.576453,-1.341876187,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zn4Fe4O24,197.4213782,-1.240831769,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zn6Fe2O24,261.7248035,-1.14432885,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zn8O24,357.1607288,-1.016693432,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr1Fe7O24,64.66274573,-1.608532844,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr2Fe6O24,53.57771377,-1.790161332,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Fe1Co4O24,74.58610407,-1.840725178,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Fe1Cu4O24,149.6111673,-1.6591415,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Fe1Mo4O24,307.8305393,-1.892838178,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Fe1Ni4O24,140.1344572,-1.631705116,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Fe5O24,40.02993181,-1.97425257,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Nb4Fe1O24,10.5881855,-2.543572798,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Ta4Fe1O24,29.91808225,-2.628216991,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr3Zn4Fe1O24,177.6330323,-1.772250483,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr4Co4O24,92.44931641,-1.989268666,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr4Fe4O24,26.88964985,-2.157936308,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr4Ni4O24,139.5996837,-1.802351854,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Fe1Co2O24,56.47995687,-2.251472225,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Fe1Cu2O24,78.02361062,-2.174580886,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Fe1Mo2O24,130.8614158,-2.33457985,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Fe1Ni2O24,66.14597382,-2.169529944,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Nb2Fe1O24,0,-2.66665641,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Ta2Fe1O24,0,-2.724820006,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr5Zn2Fe1O24,79.33429315,-2.243835627,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Co2O24,28.9476692,-2.445411213,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe1Co1O24,19.46088327,-2.484811748,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe1Cu1O24,29.16320729,-2.445367204,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe1Mo1O24,53.828979,-2.543998561,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe1Ni1O24,22.64126389,-2.443424858,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe1W1O24,80.30888725,-2.531540073,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Fe2O24,0,-2.533946284,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Nb1Fe1O24,0,-2.719177966,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Ni2O24,50.49019186,-2.355729182,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Ta1Fe1O24,0,-2.748226389,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr6Zn1Fe1O24,31.12904856,-2.478684074,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr7Co1O24,0,-2.679306486,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr7Fe1O24,0,-2.726921272,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr7Ni1O24,0,-2.638521346,https://doi.org/10.1016/j.commatsci.2018.04.033
Ba8Zr8O24,0,-2.92152626,https://doi.org/10.1016/j.commatsci.2018.04.033
Bi1Ba3Sr4Fe2Co6O24,125.2922076,-1.188308338,https://doi.org/10.1016/j.commatsci.2018.04.033
Bi2Ba2Sr4Fe2Co6O24,126.8818988,-1.12355392,https://doi.org/10.1016/j.commatsci.2018.04.033
Bi4Pr4Co8O24,69.47351553,-1.201756999,https://doi.org/10.1016/j.commatsci.2018.04.033
Bi4Sr4Fe2Co6O24,170.3886173,-0.946845584,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Co8O24,50.02545233,-1.693684058,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Cr8O24,0,-2.297925369,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Fe8O24,0,-2.034383841,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Ga8O24,73.97414683,-2.173541276,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Mn8O24,32.78993069,-2.086982891,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Ni8O24,178.0014551,-1.365487683,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Sc8O24,30.46897905,-3.024746263,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6Ti8O24,8.970625875,-2.85557872,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2La6V8O24,33.20006813,-2.380528093,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Co8O24,49.69176246,-1.640763609,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Cr8O24,13.89243768,-2.16896417,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Fe8O24,55.47285962,-1.918872892,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Ga8O24,132.7738634,-2.055867827,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Mn8O24,33.27336669,-2.038203692,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Ni8O24,169.7197653,-1.320515234,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Sc8O24,81.03949818,-2.920140564,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6Ti8O24,19.2994335,-2.778831272,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Pr6V8O24,8.630709047,-2.312405894,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Co8O24,62.32476733,-1.715660394,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Cr8O24,43.46433055,-2.242836205,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Fe8O24,45.6348093,-1.982846177,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Ga8O24,139.0621585,-2.124650112,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Mn8O24,38.19251136,-2.098369227,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Ni8O24,123.8495201,-1.453915269,https://doi.org/10.1016/j.commatsci.2018.04.033
Ca2Y6Sc8O24,84.87592237,-2.982486099,https://doi.org/10.1016/j.commatsci.2018.04.033
