formula,target
Au4Ho1,27.8145
Au4In2K1,17.7606
Au4Li15,13.1409
Au4Ti1,30.2231
Au4Yb1,16.6462
Au4Zr1,39.8581
Au5K1,22.7251
Au5Rb1,21.5208
Au6In5Na2,21.1719
Au7Cd16Na6,13.9833
Au7I1P10,33.8229
Au7I1P10,34.8704
Au9In4,24.1223
B12Dy1,211.354
B12Er1,211.61900000000003
B12H12Tl2,4.31411
B12Hf1,192.287
B12Ho1,212.534
B12Ni1,140.157
B12Sc1,187.866
B12Sc1,198.798
B12Tb1,212.905
B12Th1,201.511
B12U1,221.255
B12Y1,210.231
B12Yb1,185.138
B12Zr1,202.752
B1Be2,136.525
B1Bi1,61.2994
B1C1Li1,132.303
B1C1Mo2,180.718
B1C2N1,419.336
B1C2N1,411.593
B1C2Sc2,71.3405
B1C5,373.362
B1C7,454.751
B1C7,348.421
B1C7,404.146
B1Ce1Rh3,62.1609
B1Co1Re1,115.718
B1Co1W1,196.107
B1Dy1Rh3,89.8141
B1Er1Rh3,90.4982
B1F5Li2,25.2902
B1Fe1W1,141.685
B1Fe2,48.0521
B1Ge3Nb5,110.686
B1Ge3Ta5,108.268
B1H4Na1,12.4896
B1H4Na1,12.5613
B1Hf1Rh3,102.297
B1Hf1,88.9122
B1Ho1Rh3,89.8848
B1In1La3,25.9459
B1In1Sc3,54.5727
B1Ir1Mg1,77.4034
B1Ir3Sc1,113.186
B1Ir6Zr2,145.083
B1La1Pt2,36.0648
B1La1Rh3,54.0893
B1Li2Pd3,30.5607
B1Li3N2,48.5187
B1Lu1Rh3,96.4006
B1Mg8Pt4,34.806
B1Mg8Rh4,29.0538
B1Mo1,198.568
B1Mo1,190.262
B1Mo2,142.811
B1N1,76.4554
B1N1,70.9695
B1N1,383.364
B1N1,22.3851
B1N1,214.774
B1N1,154.781
B1N1,73.2687
B1N1,72.9378
B1N1,71.4082
B1N1,80.5123
B1Nb1Ni1,140.907
B1Nb1O4,146.953
B1Ni3,75.2808
B1Ni4Tb1,72.7883
B1Ni6Si2,77.5816
B1O4Ta1,156.102
B1Os1,219.18
B1P1,163.42700000000002
B1Pb1Sc3,64.3656
B1Pd2,48.4306
B1Pd3Yb1,16.2499
B1Pt1,49.9835
B1Pt1,98.6836
B1Pt2Y1,51.9353
B1Rh1,99.4715
B1Rh3Sc1,97.2977
B1Rh3Tb1,89.1184
B1Rh3Y1,86.8349
B1Rh3Zr1,96.3315
B1Rh6Ti2,104.842
B1S3Tb1,27.1017
B1Sb1,83.7027
B1Sc3Sn1,66.8349
B1Sc3Tl1,54.0045
B1Sn3Zr5,72.9075
B1Ta1,205.822
B1Ta2,175.675
B1Tc1,170.90900000000002
B1Tc1,192.011
B1Tc1,90.7762
B1Tc3,141.16
B1Ti1,184.565
B1V1,218.681
B1W1,194.564
B1W1,186.014
B1Zr1,86.4251
B1,87.7272
B28,235.923
B2Ba1Rh2,48.529
B2Be1C2,153.144
B2C1Sc1,145.727
B2C1U1,148.13299999999998
B2C2Ca1,81.4271
B2C2Ca1,95.6248
B2C2Dy1,123.463
B2C2Er1,123.236
B2C2Gd1,112.989
B2C2La1,114.415
B2C2Mg1,103.438
B2C2Sc1,145.689
B2C2Tb1,112.461
B2C2Y1,108.531
B2Ca1Rh3,103.66
B2Ca1,105.72
B2Ce1Ir3,115.237
B2Co2Y1,105.117
B2Co3Y1,127.109
B2Dy1Os1,128.388
B2Fe1,232.537
B2Fe1,112.297
B2Gd1,123.802
B2Hf1,244.497
B2Hf3Ir5,120.549
B2Ho1Os1,129.579
B2Ho1Ru3,81.1447
B2Ir1Mo2,143.153
B2Ir1V2,159.556
B2Ir3Th1,130.52700000000002
B2Ir6Sn5,52.6355
B2Li2Rh3,80.2333
B2Mg1Ni3,86.9569
B2Mg1,116.426
B2Mn1,111.453
B2Mo1,157.993
B2Mo2Nb1,165.997
B2Mo2Os1,157.601
B2Mo2Ru1,149.769
B2Mo3,165.99599999999998
B2Nb1Ni1,174.75
B2Nb3,168.68
B2Os1Tb1,127.495
B2Pd5,48.983
B2Re1,270.047
B2Ru1Y1,106.284
B2Ru1,174.35299999999998
B2Ru3Tb1,83.4031
B2Sc1,136.132
B2Sc1,185.716
B2Si1V5,165.74599999999998
B2Ta1,185.591
B2Ta3,179.39700000000002
B2Tc1,245.576
B2Ti1,237.262
B2V1,230.786
B2W1,213.397
B2W1,215.739
B2Y1,151.22299999999998
B2Zr1,228.781
B3C1Nb3,186.406
B3Co1W3,205.286
B3H12Y1,17.3461
B3Nb2,209.295
B3Ni1W3,193.185
B3Os2,205.501
B3Ru2,174.733
B3V2,226.448
B4Cr1,258.248
B4Cr1,250.83900000000003
B4Dy1Rh4,91.8943
B4Er1Rh4,91.2623
B4Fe1,177.17
B4H16Hf1,5.81964
B4Hf1Ir3,106.626
B4Ho1Rh4,90.5604
B4In5Ir9,81.2708
B4Ir3Zr1,112.192
B4Mn1,235.502
B4Mo1U1,197.325
B4Nb3,200.973
B4Os3Sc1,175.127
B4Re1Th1,167.44799999999998
B4Re1U1,200.704
B4Rh4Tb1,89.3848
B4Rh4Th1,84.6099
B4Rh4Y1,92.907
B4Ta3,199.133
B4Th1W1,175.815
B4Ti3,205.221
B4V3,222.205
B6Ba1,130.222
B6Ca1,85.4684
B6Ce2Ni21,59.9348
B6Dy1,63.4007
B6Er1,59.8431
B6Gd1,76.3096
B6H6K2,9.77161
B6Hf2Ni21,78.3276
B6Hf3Ni20,79.581
B6Ho1,63.1052
B6K1,104.408
B6La1,110.64
B6Ni20Sc3,75.4675
B6Ni20Ta3,88.9151
B6Ni21U2,64.9906
B6Ni21Zr2,75.3208
B6Os1Y2,189.459
B6Pu1,99.2488
B6Re1Y2,184.343
B6Ru1Y2,181.639
B6Sr1,110.915
B6Ta5,203.785
B6Tb1,72.8525
B6Th1,106.696
B6Y1,64.5407
B6Yb1,79.402
B7Mn1Y3,145.111
B7Mo3Y1,183.072
B7Re1Y3,142.33700000000002
B7W1Y3,148.518
B8Nb7Ru6,168.042
B9Li1,182.544
Ba1Be13,96.1777
Ba1Be2N2,61.9904
Ba1Bi1Na1,16.6426
Ba1Bi1O3,55.2983
Ba1Br1H1,15.9332
Ba1C2,16.6224
Ba1C4O4,19.8638
Ba1Ca1Ge1,17.8742
Ba1Ca1Pb1,16.236
Ba1Ca1Sn1,17.6174
Ba1Cd1Ge1,24.6889
Ba1Cd1,13.7644
Ba1Cd2Ge2,17.769000000000002
Ba1Cd2,8.478019999999999
Ba1Ce1N2,51.4339
Ba1Ce1O3,51.9036
Ba1Ce1O3,54.4672
Ba1Cl2,12.9388
Ba1Cl2,12.4996
Ba1Co1O2,30.8224
Ba1Cr1S2,25.9716
Ba1Cu1Sb1,30.1283
Ba1Cu2S2,29.1971
Ba1Cu2S2,31.6167
Ba1Cu2Sb2,30.2956
Ba1Cu2Se2,23.293000000000003
Ba1Cu2Te2,21.3826
Ba1Cu3O4,39.0946
Ba1F3Li1,42.4103
Ba1F4Mg1,29.5919
Ba1F4Ni1,28.0318
Ba1F4Pd1,16.8141
Ba1Fe1O3,73.8705
Ba1Ga2Se4,14.6112
Ba1Ga2,24.1547
Ba1Ga4,30.931
Ba1Ge12Pt4,20.4559
Ba1Ge1Pt1,22.5945
Ba1Ge1Zn1,28.5194
Ba1Ge2P2,30.7249
Ba1Ge3Ir1,45.5917
Ba1Ge3Pd1,33.0842
Ba1Ge3Pt1,39.5018
Ba1H1I1,13.8549
Ba1H3Li1,6.329280000000001
Ba1H3Li1,39.6624
Ba1Hf1N2,44.4591
Ba1Hg1S2,16.6648
Ba1Hg1Sn1,20.7463
Ba1Hg1,14.4955
Ba1Hg2Tl2,10.8115
Ba1I2,7.56986
Ba1In2Rh1,22.6361
Ba1In2,21.5479
Ba1In4Ir1,31.2414
Ba1In4,19.7444
Ba1Ir1P1,35.5456
Ba1Ir2P2,52.8728
Ba1Li1P1,29.6687
Ba1Li1P1,24.6089
Ba1Li1Sb1,23.3092
Ba1Li1Si1,17.3784
Ba1Mg2Si2,40.5821
Ba1Mg4Si3,42.6944
Ba1Mn1O3,68.8823
Ba1Mo3Se3,30.412
Ba1Mo3Te3,28.5607
Ba1N2Zr1,41.7686
Ba1Na1P1,22.3242
Ba1Nb1O3,86.1442
Ba1Nb4O6,111.48
Ba1Nb7O9,123.059
Ba1Ni1Sn3,28.2565
Ba1O1,28.4045
Ba1O2,37.826
Ba1O3Pa1,30.3948
Ba1O3Pb1,61.0742
Ba1O3Pb1,15.227
Ba1O3Pr1,54.6723
Ba1O3Pu1,57.0776
Ba1O3Ru1,47.8553
Ba1O3Sn1,82.4841
Ba1O3Tb1,46.6386
Ba1O3Th1,44.5861
Ba1O3Ti1,79.6195
Ba1O3Ti1,106.57
Ba1O3Zr1,91.0252
Ba1O4S1,19.8484
Ba1O6Te2,33.8546
Ba1O7U2,35.8744
Ba1Os2P2,49.8526
Ba1Os4Sb12,52.5555
Ba1P1Pt1,31.6647
Ba1P2Rh2,49.46
Ba1P2Ru2,50.6105
Ba1Pb1Zn1,21.72
Ba1Pb6Rh3,26.1828
Ba1Pd1S2,14.6376
Ba1Pd1Si1,24.1605
Ba1Pd1Si3,42.0692
Ba1Pd1Sn3,20.4327
Ba1Pd1,14.8427
Ba1Pt1Sb1,21.7037
Ba1Pt1Si1,29.1339
Ba1Pt1Si3,53.5623
Ba1Pt1Sn3,23.2866
Ba1Pt1,19.9604
Ba1Pt2,36.224
Ba1Pt5,60.18
Ba1Ru2Sb2,42.3097
Ba1S1,24.487
Ba1S3Zr1,33.6958
Ba1S3,19.237
Ba1Se1,21.3093
Ba1Se1,17.3248
Ba1Si1Zn1,31.0517
Ba1Si2Zn2,47.2998
Ba1Si2,33.2778
Ba1Sn1Zn1,24.4352
Ba1Sn1,16.1083
Ba1Te1,14.5297
Ba1Te1,16.5656
Ba1Te2,15.0264
Ba1Te3,15.4745
Ba1Tl2,17.2872
Ba1Zn13,48.9859
Ba1Zn1,15.3945
Ba1,3.85914
Ba1,4.63406
Ba2Bi3,15.8243
Ba2Cd1,9.89214
Ba2F6Pd1,19.3463
Ba2Ge1,11.6589
Ba2Ge4S10,13.399
Ba2Hf1S4,30.5697
Ba2Hg1,10.0205
Ba2N2Zn1,22.9641
Ba2O4Zr1,55.9163
Ba2Sb1,14.8144
Ba2Si1,12.028
Ba2Si46,50.1495
Ba2Sn1,10.3423
Ba3Bi1N1,10.8174
Ba3Cr1N3,19.6664
Ba3Cr1S5,20.3762
Ba3Ge5,23.3873
Ba3Mn1N3,22.2303
Ba3O1Pb1,24.4138
Ba3O1Sn1,25.4836
Ba3O5Si1,40.6267
Ba3P4,19.224
Ba3Pb5,15.1379
Ba3S5Ti1,21.4368
Ba3Sn5,17.3505
Ba4Bi3,12.0714
Ba5Sb4,14.1191
Ba5Sn3,13.6866
Ba6C60,40.5485
Ba6Mg23,15.2275
Ba6Si46,47.1701
Ba8Si46,37.0118
Be13Ca1,123.031
Be13Ce1,129.108
Be13Dy1,123.304
Be13Er1,123.04
Be13Hf1,140.939
Be13Ho1,123.316
Be13La1,110.345
Be13Lu1,122.192
Be13Mg1,99.2055
Be13Pa1,128.481
Be13Sb1,77.6648
Be13Sc1,116.103
Be13Sr1,116.007
Be13Tb1,122.755
Be13Th1,118.316
Be13U1,138.3
Be13Zr1,140.33
Be1C1N2,292.511
Be1C1N2,292.285
Be1Cl2,10.9692
Be1Co1,117.704
Be1Cs1F3,25.2177
Be1Cu1,64.8486
Be1F2,20.3938
Be1H3Na1,50.4941
Be1Hf1Si1,118.263
Be1Hf1,61.9621
Be1Li1P1,44.0202
Be1Li1Sb1,46.8786
Be1Mo3,103.033
Be1N2Si1,173.91299999999998
Be1N2Si1,175.259
Be1Na1Sb1,24.232
Be1Ni1,102.871
Be1O1,155.59
Be1O1,134.987
Be1Pd1,33.6697
Be1Pd2,56.7871
Be1Pd3,36.0099
Be1Rh1,92.2128
Be1S1,83.8146
Be1Se1,67.4314
Be1Ta2,123.594
Be1Te1,39.3972
Be1Ti1,68.813
Be1Zn13,28.3996
Be22Mo1,149.797
Be22Re1,151.936
Be22Tc1,150.452
Be22W1,151.928
Be2C1,231.835
Be2Cs1F5,4.88564
Be2Cu1,119.982
Be2Fe1,122.369
Be2Hf1,104.339
Be2Nb1,107.039
Be2Nb3,81.9258
Be2Re1,173.891
Be2Si1,50.2261
Be2Ta1,127.291
Be2Ta3,110.776
Be2Ti1,108.374
Be2V1,132.591
Be2W1,167.99599999999998
Be2Zr1,96.0126
Be3N2,177.173
Be3N2,186.533
Be3P2,80.9284
Be3P2,71.9333
Be4Ca2N4,63.7384
Be4N4Sr2,70.7238
Be5Co1,128.477
Be5Fe1,124.593
Be5Hf1,111.007
Be5Pd1,123.408
Be5Pt1,154.204
Be5Sc1,101.866
Bi1Ca1Cu1,28.7285
Bi1Ca2,22.0317
Bi1Ca3N1,46.6457
Bi1Co1O3,24.3113
Bi1Co1Zr1,62.8457
Bi1Cr1O3,78.4726
Bi1Cs3O3,5.63509
Bi1Cu1Mg1,26.4678
Bi1Cu1Sr1,28.2282
Bi1Cu1Yb1,27.4566
Bi1Dy1Ni1,48.9913
Bi1Dy1Pd1,36.1744
Bi1Dy1Pt1,40.8033
Bi1Dy1Rh1,38.7031
Bi1Dy1,31.9971
Bi1Dy2O2,34.6725
Bi1Er1Pt1,40.0554
Bi1Er1,32.3819
Bi1Er2O2,34.3529
Bi1Er5Pt2,21.2643
Bi1F4K1,21.4383
Bi1F4Rb1,17.3944
Bi1Fe1O3,68.4832
Bi1Ga1O3,92.9318
Bi1Ga1O3,43.788
Bi1Ga1,20.0667
Bi1Ho1Ni1,49.9108
Bi1Ho1Pd1,36.3466
Bi1Ho1Pt1,40.4764
Bi1Ho1,32.0032
Bi1Ho2O2,34.7699
Bi1In1O3,57.6425
Bi1In1O3,45.0513
Bi1In1O3,53.7045
Bi1In1,14.513
Bi1Ir1S1,71.6259
Bi1Ir1Se1,66.5469
Bi1K3Se3,7.10923
Bi1K3Te3,5.48686
Bi1K3,6.18953
Bi1K3,5.77245
Bi1La1,25.8958
Bi1Li1Mg1,22.3933
Bi1Li1Sr1,23.0865
Bi1Li1Zn1,18.3225
Bi1Li1,10.2563
Bi1Li3,21.715
Bi1Lu1Ni1,47.4814
Bi1Mg1Ni1,33.1868
Bi1N1Sr3,36.5131
Bi1N2Th2,28.1826
Bi1Na1,14.1892
Bi1Nb3,62.2102
Bi1Nd1Pd1,33.9729
Bi1Ni1Sc1,50.3003
Bi1Ni1Se1,37.8766
Bi1Ni1Y1,49.2201
Bi1Ni1Zr1,39.4577
Bi1O2Y2,33.2069
Bi1O2,45.3571
Bi1O3Rb3,7.817069999999999
Bi1O3Rh1,65.9479
Bi1O3Sc1,70.2258
Bi1O4V1,37.4898
Bi1Pb1Pd2,23.1646
Bi1Pd1Se1,23.571
Bi1Pd1Te1,23.3455
Bi1Pd1Y1,35.9706
Bi1Pd1Yb1,15.9958
Bi1Pt1Se1,30.6792
Bi1Pt1Te1,31.9049
Bi1Pt1Yb1,22.9006
Bi1Pt1,16.8856
Bi1Rb3Se3,6.011019999999999
Bi1Rb3,4.28653
Bi1Rb3,5.20349
Bi1Rh1S1,57.4898
Bi1Rh1Se1,53.2161
Bi1Rh1,32.3034
Bi1Sc1,30.2689
Bi1Tb1,30.5522
Bi1Th1,28.4433
Bi1Ti2,21.831
Bi1U1,25.4993
Bi1Y1,30.6014
Bi1,4.695880000000001
Bi1,16.7406
Bi2Co1Hf6,62.0954
Bi2Cu1Zr6,50.1337
Bi2Er6Mn1,37.3113
Bi2Ho6Rh1,24.1127
Bi2Ir1,47.2357
Bi2Ir2O7,83.3448
Bi2Mg1O6,62.7305
Bi2O2Se1,29.3365
Bi2O3,20.0376
Bi2O3,14.1347
Bi2O3,25.6124
Bi2O7Pt2,78.0858
Bi2O7Rh2,70.5491
Bi2O7Ru2,95.5536
Bi2O7Ru2,71.6833
Bi2O7Sn2,66.7544
Bi2O7Ti2,74.5479
Bi2Pd3S2,15.5591
Bi2Pd5,28.3782
Bi2Pt1,23.4
Bi2Th1,26.9177
Bi3La4,23.5667
Bi3Ni1,13.05
Bi3Sr1,12.5029
Bi3Sr4,14.0892
Bi3Tb4,26.8287
Bi3Tb5,30.6469
Bi4Ce3Pt3,42.0696
Bi4Cu4Mn3,26.7237
Bi4La3Pt3,25.8492
Bi4Th3,35.4618
Bi5La3Mg1,14.207
Bi5La3Sc1,25.7609
Br1Cs1,6.69455
Br1Cs1,4.77199
Br1Cu1,9.51071
Br1Cu1,13.2385
Br1Cu1,11.8334
Br1Eu1I1,11.9733
Br1F1Sr1,19.0161
Br1H4N1,9.2643
Br1In1,7.918019999999999
Br1In5Se5,14.2678
Br1K1,7.30057
Br1K1,7.944439999999999
Br1K3O1,12.5832
Br1La5Sb3,33.9291
Br1La5Sn3,28.6166
Br1Li3O1,35.8611
Br1Mo1S1,33.8243
Br1Na1O3,14.6456
Br1Na1O3,15.2206
Br1Na1O3,15.9495
Br1Na1,10.4276
Br1O1Rb3,10.0861
Br1O4Y3,36.8624
Br1Rb1,7.34254
Br1Se2Tl5,9.85813
Br1Tl1,5.834280000000001
Br1Tl1,7.94768
Br1Tl1,6.54863
Br1,3.12586
Br2Ca1,10.3149
Br2H12Sr7,25.9313
Br3Ca1In1,6.87816
Br3Cs1Dy1,9.92444
Br3Cs1Ge1,12.5055
Br3Cs1Hg1,8.11402
Br3Cs1Mg1,6.0372
Br3Cs1Pb1,7.985519999999999
Br3Cs1Sn1,8.46313
Br3Ga1La3,22.9622
Br4K2Pd1,5.952000000000001
Br4K2Pt1,5.88687
Br4Si1,0.712742
Br4Ti1,0.6524939999999999
Br5Cs1Sn2,5.77115
Br5Pb2Rb1,7.84673
Br6Cs2Pt1,4.803640000000001
Br6Cs2Sn1,3.74084
Br6Cs2Te1,4.309159999999999
Br6K2Pt1,6.06005
Br6K2Re1,5.84215
Br6K2Se1,5.47693
Br6K2Sn1,4.20815
Br6K2Te1,4.57394
Br6K2Te1,5.21413
Br6Pd1Rb2,6.0513900000000005
Br6Rb2Sn1,3.96827
Br6Rb2Te1,4.43288
Br8Li6Mg1,14.8454
Br9Rb3Sb2,4.9532
C11N4,425.174
C11N4,264.603
C1Ca1O3,21.4344
C1Ca1Pd3,16.6683
C1Cd1,25.3362
C1Ce1,72.8587
C1Co2Mo4,106.434
C1Co2Ta4,110.39
C1Cr1,224.943
C1Cr1,87.8191
C1Cr2Ga1,63.3691
C1Cr3Nb3,119.788
C1Dy1Rh3,77.5014
C1Dy3Ga1,17.8771
C1Dy3In1,59.957
C1Dy3Pb1,58.0406
C1Dy3Sn1,61.3079
C1Dy3Tl1,12.1921
C1Dy5Ge3,43.1529
C1Er1Rh3,79.8946
C1Er3Ga1,18.6439
C1Er3Tl1,12.349
C1Er5Ge3,45.6871
C1Fe6W6,80.6232
C1Ga1Ho3,18.6515
C1Ga1Nb2,109.923
C1Ga1Sc2,56.0225
C1Ga1Sc3,82.6278
C1Ga1Ta2,109.606
C1Ga1Ti2,110.301
C1Ga1Y3,61.5448
C1Ge1Ni3,54.0073
C1Ge1Ti2,95.0563
C1Ge1V2,101.773
C1Ge1,147.253
C1Ge1,100.997
C1Ge3Mo5,92.3753
C1H1N1,192.098
C1H1,151.607
C1Hf1,185.706
C1Hf1,29.7138
C1Hf2In1,95.2567
C1Hf2S1,126.276
C1Hf3Zn3,73.0731
C1Ho1Rh3,78.9042
C1Ho3Tl1,12.4936
C1In1La3,33.7198
C1In1Nb2,100.762
C1In1Pt3,18.5802
C1In1Sc3,78.5781
C1In1Ti2,97.331
C1In1Y3,62.0308
C1In1Zr2,85.3012
C1Ir1,91.8915
C1Ir1,82.8468
C1K4O4,14.1104
C1La3Pb1,39.3962
C1La3Tl1,33.3955
C1Li2O3,46.468
C1Li4O4,31.2539
C1Lu1Rh3,82.2434
C1Lu3Sn1,71.7827
C1Mg1N2,139.583
C1Mg3Zn1,36.0567
C1Mn3Sn1,45.3543
C1Mn3Zn1,45.7223
C1Mo1,181.109
C1Mo1,27.7715
C1Mo1,136.809
C1Mo1,234.593
C1Mo4Ni2,120.678
C1N2,93.562
C1N2,352.815
C1N2,302.58
C1Na4O4,13.3117
C1Na4O4,14.6118
C1Nb1Ru3,147.097
C1Nb1,201.772
C1Nb1,76.5578
C1Nb1,31.8632
C1Nb1,86.4356
C1Nb1,138.882
C1Nb2P1,137.344
C1Nb2S1,95.5822
C1Nb2,127.443
C1Nb3Ni3,90.0281
C1Nb4Ni2,93.0228
C1Nb4Rh2,49.0809
C1Nb4Zn2,86.1291
C1Ni1,69.5103
C1Ni2Ta4,105.929
C1Ni2W4,139.41299999999998
C1Ni3Zn1,44.7535
C1O2,2.29548
C1O2,2.82514
C1O2,123.782
C1O3Sr1,29.4488
C1Os1,124.474
C1Os1,100.097
C1Os2Zr4,79.4066
C1Pa1,77.7165
C1Pb1Pd3,31.9704
C1Pb1Sc3,70.4854
C1Pb1Ti2,69.6375
C1Pb1Y3,39.6654
C1Pd1,47.056
C1Pt1,66.8829
C1Pt1,25.4461
C1Pt1,42.6618
C1Pu1Rh3,11.8183
C1Pu1Ru3,74.0801
C1Re1,237.633
C1Re1,157.79399999999998
C1Re2,256.279
C1Rh1,66.1628
C1Rh1,62.4881
C1Rh3Sc1,87.5244
C1Rh3Tb1,76.2995
C1Rh3Y1,77.3229
C1Rh3Yb1,66.3743
C1Ru1,18.5393
C1Ru1,16.1078
C1Ru1,97.0561
C1Ru3Sc1,145.547
C1Ru3Ta1,144.488
C1Ru3Th1,112.106
C1Ru3V1,156.173
C1Ru3Zr1,157.07399999999998
C1S1Zr2,113.178
C1Sc1,69.843
C1Sc1,43.0434
C1Sc3Sn1,75.2363
C1Sc3Tl1,78.0154
C1Si1,187.749
C1Si1,185.135
C1Si1,186.629
C1Si1,186.598
C1Si1,176.416
C1Si1,188.579
C1Si1,186.557
C1Si1,186.572
C1Si1,186.489
C1Si1,186.837
C1Si1,186.914
C1Si1,186.999
C1Sn1Ti2,80.6449
C1Sn1Y3,61.5135
C1Sn1,76.9655
C1Sn1,85.6568
C1Ta1,201.073
C1Ta1,47.6581
C1Ta1,85.4259
C1Tb3Tl1,11.2758
C1Tc1,69.8152
C1Tc1,30.492
C1Th1,88.4978
C1Ti1,177.762
C1Ti2Tl1,87.1951
C1Ti2,68.7119
C1Ti3Tl1,82.9119
C1Tl1Y3,61.7243
C1Tl1Zr2,77.8054
C1Tl1,32.6696
C1V1,215.561
C1V2,115.072
C1W1,272.31
C1W1,177.91400000000002
C1W1,226.507
C1W1,38.3378
C1W2,162.696
C1W2,152.42700000000002
C1Y1,64.3648
C1Y1,15.3201
C1Zn3Zr3,65.3327
C1Zr1,156.986
C1Zr1,30.2085
C1,452.263
C1,517.924
C1,453.332
C1,420.54
C1,470.604
C1,90.4593
C1,63.1745
C1,523.491
C1,522.884
C1,522.474
C1,241.496
C1,510.47
C1,526.4630000000001
C20,193.003
C2Cd1N2,3.98418
C2Co1Ho1,92.8254
C2Co1Sc1,105.481
C2Co1Tb1,91.0653
C2Co1Th1,90.1388
C2Cr1Sc1,103.456
C2Cs2Pt1,15.0041
C2Cu1Rb1,14.2714
C2Dy1Ni1,101.244
C2Dy1,40.4996
C2Dy2Re1,74.2576
C2Er1,41.5483
C2Er2Re1,77.7527
C2Gd1Mo1,100.14
C2Ge1Ti3,124.592
C2Ho1Ni1,101.074
C2Ho1,41.8845
C2Ir1,97.5426
C2La1,35.1071
C2Mg1,31.099
C2N2Zn1,6.899030000000001
C2Na1,111.163
C2Na2Pd1,23.0544
C2Na2,13.4149
C2Ni1Tb1,99.765
C2Os1,189.066
C2Os1,200.269
C2Pu1W1,128.406
C2Re1Y2,72.5076
C2Re1,203.829
C2Re1,194.551
C2Re1,222.344
C2Si1Ti3,134.143
C2Si1,98.6352
C2Sn1Ti3,103.159
C2Tb1,40.741
C2U1W1,62.6914
C2U1W1,131.179
C2U1,82.9027
C2W1Y1,116.218
C2Y1,39.1733
C3Ce2,84.9626
C3Ir5,60.8849
C3N4,314.03700000000003
C3N4,174.041
C3N4,375.916
C3N4,377.122
C3Nb4Si1,129.031
C3Nb4,139.996
C3Nb8Zn4,83.2591
C3Sc4,62.5423
C3Yb2,43.0277
C60K6,14.1672
C60Rb6,14.0054
C60Sr6,35.242
C6Cr3W20,122.979
C7V8,172.68200000000002
C8Cs1,64.5218
C8,219.561
Ca1Cd1Ge1,36.6211
Ca1Cd1Pb1,20.5949
Ca1Cd1Sn1,23.6487
Ca1Cd1,21.3049
Ca1Cd2P2,35.8285
Ca1Cd2,24.057
Ca1Cd2,23.7653
Ca1Cl2,12.800999999999998
Ca1Cl2,11.3858
Ca1Cs1F3,26.8264
Ca1Cs1H3,19.6289
Ca1Cu1F4,36.2461
Ca1F2,35.5991
Ca1F2,28.2117
Ca1F3K1,25.1503
Ca1F3Rb1,26.2781
Ca1F4Pd1,32.2201
Ca1F6Pb1,21.7116
Ca1F6Sn1,23.1592
Ca1Ga1Ge1,32.1403
Ca1Ga2P2,48.5333
Ca1Ga2,43.6195
Ca1Ga2,30.4565
Ca1Ge1Mg1,38.961
Ca1Ge1N2,50.2937
Ca1Ge1Zn1,40.6894
Ca1Ge2Ir2,67.0102
Ca1Ge2Li1,29.2933
Ca1Ge2Rh2,56.5268
Ca1Ge2Ru2,48.7204
Ca1Ge2,33.5223
Ca1H2,33.8732
Ca1H2,31.2187
Ca1H3Rb1,19.5311
Ca1Hg1Sn1,22.3801
Ca1Hg1,23.2141
Ca1Hg3,11.4586
Ca1In1Pt1,26.3865
Ca1In1Rh1,23.9095
Ca1In1,19.1404
Ca1In2O4,40.4029
Ca1In2P2,36.5709
Ca1In2Pd1,25.7957
Ca1In2,28.4349
Ca1In4Pd1,24.0667
Ca1In4Rh1,34.1998
Ca1Ir1Si3,44.0665
Ca1Ir1Sn2,35.0279
Ca1Ir2P2,48.6756
Ca1Ir2,69.5119
Ca1Li1N1,40.63
Ca1Li1Si2,35.5112
Ca1Mg1Si1,40.9523
Ca1Mg2,17.7739
Ca1Mg2,17.8189
Ca1Mn1O2.98,92.2197
Ca1Mn1O3,96.6525
Ca1Mn1O3,56.7275
Ca1Mn7O12,68.9835
Ca1N1Ni1,52.216
Ca1N2O6,11.3559
Ca1N2,39.7189
Ca1Ni2,38.6512
Ca1O1,34.111
Ca1O2,45.3686
Ca1O3Pt1,71.2995
Ca1O3Rh1,71.7347
Ca1O3Ru1,75.5187
Ca1O3Si1,150.41899999999998
Ca1O3Si1,142.252
Ca1O3Si1,116.052
Ca1O3Si1,101.78
Ca1O3Sn1,75.6286
Ca1O3Tc1,83.5833
Ca1O3Ti1,104.821
Ca1O3Ti1,102.919
Ca1O3Ti1,101.167
Ca1O3Zr1,84.9057
Ca1O3Zr1,81.8055
Ca1O4Pd3,50.5659
Ca1O4S1,33.7867
Ca1O4Tl2,41.9478
Ca1P1,33.3292
Ca1P2Pd2,47.1041
Ca1P2Rh2,75.0004
Ca1P2Ru2,80.5024
Ca1Pb1Pd1,23.4396
Ca1Pb1Sr1,17.6794
Ca1Pb1Zn1,22.9328
Ca1Pb1,19.9291
Ca1Pd1Sn2,20.303
Ca1Pd1,23.4866
Ca1Pd2Si2,39.5855
Ca1Pd2,35.1634
Ca1Pd5,45.9569
Ca1Pt1Si1,22.8374
Ca1Pt1Si3,41.5738
Ca1Pt1Sn1,26.342
Ca1Pt2,57.7912
Ca1Pt2,43.6748
Ca1Pt5,68.69
Ca1Rh2Si2,76.1422
Ca1Rh2,47.5757
Ca1S1,38.9633
Ca1S3Zr1,36.6306
Ca1Se1,5.72876
Ca1Si1,39.0912
Ca1Si2Zn2,40.7795
Ca1Si2,40.0246
