n,theta,r,t,toughness
8,50,1.5,0.7,0.92954519
8,50,1.5,1.05,0.89535553
8,50,1.5,1.4,1.045444615
8,50,1.7,0.7,1.215050635
8,50,1.7,1.05,2.046947545
8,50,1.7,1.4,2.29423402
8,50,1.9,0.7,2.313059155
8,50,1.9,1.05,3.07566036
8,50,1.9,1.4,2.679152695
8,50,2.1,0.7,4.166636315
8,50,2.1,1.05,6.51946287
8,50,2.1,1.4,4.755243245
8,50,2.3,0.7,6.201702715
8,50,2.3,1.05,6.793946615
8,50,2.3,1.4,9.51737332
8,50,2.5,0.7,10.71189652
8,50,2.5,1.05,23.17921309
8,50,2.5,1.4,1.798908325
8,75,1.6,0.7,2.23340016
8,75,1.6,1.05,2.47774116
8,75,1.6,1.4,2.787914895
8,75,1.8,0.7,2.421117005
8,75,1.8,1.05,3.688520175
8,75,1.8,1.4,4.7896747
8,75,2,0.7,6.35860395
8,75,2,1.05,12.73013662
8,75,2,1.4,21.27402599
8,75,2.2,0.7,22.07383703
8,75,2.2,1.05,21.3394019
8,75,2.2,1.4,27.6013942
8,75,2.4,0.7,25.10776541
8,75,2.4,1.05,25.70566987
8,75,2.4,1.4,31.37445519
8,100,1.5,0.7,1.019029305
8,100,1.5,1.05,1.58020915
8,100,1.5,1.4,14.01092007
8,100,1.7,0.7,1.51086271
8,100,1.7,1.05,15.57963557
8,100,1.7,1.4,4.074202785
8,100,1.9,0.7,17.47108114
8,100,1.9,1.05,21.43939518
8,100,1.9,1.4,13.46396952
8,100,2.1,0.7,22.6591346
8,100,2.1,1.05,25.09494934
8,100,2.1,1.4,23.42045223
8,100,2.3,0.7,22.02141722
8,100,2.3,1.05,33.8393769
8,100,2.3,1.4,27.58580287
8,100,2.5,0.7,28.09455674
8,100,2.5,1.05,25.92875706
8,100,2.5,1.4,38.61747719
8,125,1.6,0.7,1.608277095
8,125,1.6,1.05,1.88662548
8,125,1.6,1.4,1.96556581
8,125,1.8,0.7,18.90941071
8,125,1.8,1.05,18.66237893
8,125,1.8,1.4,16.2365994
8,125,2,0.7,19.83811912
8,125,2,1.05,19.35939402
8,125,2,1.4,16.98806743
8,125,2.2,0.7,23.72583282
8,125,2.2,1.05,23.69980874
8,125,2.2,1.4,20.10351489
8,125,2.4,0.7,27.62149392
8,125,2.4,1.05,23.11138859
8,125,2.4,1.4,22.00852282
8,150,1.5,0.7,14.14813405
8,150,1.5,1.05,15.97590274
8,150,1.5,1.4,14.02973265
8,150,1.7,0.7,17.66117801
8,150,1.7,1.05,17.9145985
8,150,1.7,1.4,24.64793279
8,150,1.9,0.7,21.19465207
8,150,1.9,1.05,25.43435805
8,150,1.9,1.4,22.91095971
8,150,2.1,0.7,24.56941835
8,150,2.1,1.05,29.67098499
8,150,2.1,1.4,31.45434378
8,150,2.3,0.7,29.14769093
8,150,2.3,1.05,24.9799802
8,150,2.3,1.4,22.79001114
8,150,2.5,0.7,30.2694805
8,150,2.5,1.05,26.02590333
8,150,2.5,1.4,22.09771915
8,175,1.6,0.7,14.86447757
8,175,1.6,1.05,15.34889878
8,175,1.6,1.4,17.15394636
8,175,1.8,0.7,19.22644436
8,175,1.8,1.05,22.3220811
8,175,1.8,1.4,21.84879449
8,175,2,0.7,20.54196691
8,175,2,1.05,26.72247017
8,175,2,1.4,23.21122474
8,175,2.2,0.7,23.2372288
8,175,2.2,1.05,26.01821757
8,175,2.2,1.4,19.7140267
8,175,2.4,0.7,25.64329154
8,175,2.4,1.05,26.50821912
8,175,2.4,1.4,19.13097189
8,200,1.5,0.7,19.46653587
8,200,1.5,1.05,17.70714249
8,200,1.5,1.4,20.48806195
8,200,1.7,0.7,22.59783182
8,200,1.7,1.05,17.83604297
8,200,1.7,1.4,26.83157947
8,200,1.9,0.7,21.81119228
8,200,1.9,1.05,22.75433722
8,200,1.9,1.4,37.84739581
8,200,2.1,0.7,24.42026279
8,200,2.1,1.05,22.7586222
8,200,2.1,1.4,20.4701461
8,200,2.3,0.7,28.6733806
8,200,2.3,1.05,21.90408288
8,200,2.3,1.4,19.88240753
8,200,2.5,0.7,30.67888973
8,200,2.5,1.05,20.91814908
8,200,2.5,1.4,18.91718213
10,0,1.5,0.7,2.68874185
10,0,1.5,1.05,3.23580922
10,0,1.5,1.4,2.32434983
10,0,1.7,0.7,5.065268035
10,0,1.7,1.05,2.000912255
10,0,1.7,1.4,2.13757049
10,0,1.9,0.7,18.42932606
10,0,1.9,1.05,1.76896569
10,0,1.9,1.4,2.00238821
10,0,2.1,0.7,25.38932774
10,0,2.1,1.05,2.0328948
10,0,2.1,1.4,1.49585066
10,0,2.3,0.7,2.030986995
10,0,2.3,1.05,1.57286967
10,0,2.3,1.4,1.239645215
10,0,2.5,0.7,32.49767929
10,0,2.5,1.05,1.264971665
10,0,2.5,1.4,1.258602205
10,25,1.6,0.7,3.56665632
10,25,1.6,1.05,4.98293583
10,25,1.6,1.4,5.78953103
10,25,1.8,0.7,7.640590115
10,25,1.8,1.05,8.75533431
10,25,1.8,1.4,7.42388148
10,25,2,0.7,9.690962805
10,25,2,1.05,15.07411102
10,25,2,1.4,14.00846764
10,25,2.2,0.7,26.9895793
10,25,2.2,1.05,29.47288901
10,25,2.2,1.4,27.82813159
10,25,2.4,0.7,40.29677286
10,25,2.4,1.05,36.86394767
10,25,2.4,1.4,1.48491208
10,50,1.5,0.7,1.666033325
10,50,1.5,1.05,1.660144715
10,50,1.5,1.4,1.77223072
10,50,1.7,0.7,2.326829455
10,50,1.7,1.05,2.93331449
10,50,1.7,1.4,2.91813294
10,50,1.9,0.7,4.012846955
10,50,1.9,1.05,6.327796025
10,50,1.9,1.4,4.465437585
10,50,2.1,0.7,7.8446652
10,50,2.1,1.05,18.12854522
10,50,2.1,1.4,9.52971548
10,50,2.3,0.7,25.46623344
10,50,2.3,1.05,21.92936174
10,50,2.3,1.4,1.722331425
10,50,2.5,0.7,29.85900814
10,50,2.5,1.05,1.90834218
10,50,2.5,1.4,1.37573093
10,75,1.6,0.7,2.801982435
10,75,1.6,1.05,3.65339209
10,75,1.6,1.4,4.31146103
10,75,1.8,0.7,14.47847228
10,75,1.8,1.05,13.93280176
10,75,1.8,1.4,17.12357983
10,75,2,0.7,19.8059104
10,75,2,1.05,20.7149298
10,75,2,1.4,22.5752033
10,75,2.2,0.7,19.28107221
10,75,2.2,1.05,28.25179018
10,75,2.2,1.4,29.73223526
10,75,2.4,0.7,25.08406986
10,75,2.4,1.05,35.97420333
10,75,2.4,1.4,30.4392378
10,100,1.5,0.7,2.171097245
10,100,1.5,1.05,2.7742289
10,100,1.5,1.4,15.19785445
10,100,1.7,0.7,16.76034382
10,100,1.7,1.05,20.03022914
10,100,1.7,1.4,15.07295208
10,100,1.9,0.7,21.81975966
10,100,1.9,1.05,20.94379548
10,100,1.9,1.4,23.9046485
10,100,2.1,0.7,30.52418574
10,100,2.1,1.05,33.63718715
10,100,2.1,1.4,24.92273536
10,100,2.3,0.7,33.96098349
10,100,2.3,1.05,27.17386938
10,100,2.3,1.4,2.3203321
10,100,2.5,0.7,29.37255341
10,100,2.5,1.05,29.32923957
10,100,2.5,1.4,1.91606742
10,125,1.6,0.7,11.40262133
10,125,1.6,1.05,13.71296025
10,125,1.6,1.4,12.35039804
10,125,1.8,0.7,18.51946331
10,125,1.8,1.05,18.00891086
10,125,1.8,1.4,15.23491936
10,125,2,0.7,28.77338471
10,125,2,1.05,27.54808572
10,125,2,1.4,30.95862624
10,125,2.2,0.7,31.19857197
10,125,2.2,1.05,29.24878965
10,125,2.2,1.4,39.43245728
10,125,2.4,0.7,32.36148769
10,125,2.4,1.05,28.29307961
10,125,2.4,1.4,25.60873108
10,150,1.5,0.7,14.93511849
10,150,1.5,1.05,12.49228115
10,150,1.5,1.4,8.683937425
10,150,1.7,0.7,19.55310702
10,150,1.7,1.05,13.64818818
10,150,1.7,1.4,13.60503087
10,150,1.9,0.7,26.96239796
10,150,1.9,1.05,30.80929899
10,150,1.9,1.4,36.36662791
10,150,2.1,0.7,26.78225577
10,150,2.1,1.05,28.73448449
10,150,2.1,1.4,22.4649818
10,150,2.3,0.7,31.86511689
10,150,2.3,1.05,28.47801169
10,150,2.3,1.4,19.52456477
10,150,2.5,0.7,29.73290818
10,150,2.5,1.05,20.76501874
10,150,2.5,1.4,17.71773594
10,175,1.6,0.7,19.03429115
10,175,1.6,1.05,18.94115364
10,175,1.6,1.4,22.66918814
10,175,1.8,0.7,24.55388137
10,175,1.8,1.05,27.76586321
10,175,1.8,1.4,24.01394741
10,175,2,0.7,24.69360456
10,175,2,1.05,25.18533206
10,175,2,1.4,21.50663856
10,175,2.2,0.7,26.37707803
10,175,2.2,1.05,20.34512214
10,175,2.2,1.4,17.46738938
10,175,2.4,0.7,28.4968647
10,175,2.4,1.05,23.20004315
10,175,2.4,1.4,1.8880219
10,200,1.5,0.7,25.09012174
10,200,1.5,1.05,30.34804809
10,200,1.5,1.4,29.60248144
10,200,1.7,0.7,24.87442237
10,200,1.7,1.05,24.17798621
10,200,1.7,1.4,47.68481323
10,200,1.9,0.7,26.53648934
10,200,1.9,1.05,20.68534785
10,200,1.9,1.4,20.81778208
10,200,2.1,0.7,28.88119233
10,200,2.1,1.05,19.93064439
10,200,2.1,1.4,15.51392334
10,200,2.3,0.7,31.56649514
10,200,2.3,1.05,18.30526454
10,200,2.3,1.4,11.63060955
10,200,2.5,0.7,34.57712647
10,200,2.5,1.05,23.0289247
10,200,2.5,1.4,1.861004645
12,0,1.5,0.7,2.217989635
12,0,1.5,1.05,2.57400154
12,0,1.5,1.4,2.22740741
12,0,1.7,0.7,2.798259365
12,0,1.7,1.05,1.95356353
12,0,1.7,1.4,1.71814353
12,0,1.9,0.7,6.996048425
12,0,1.9,1.05,1.638178305
12,0,1.9,1.4,1.502285125
12,0,2.1,0.7,8.205917015
12,0,2.1,1.05,1.403615165
12,0,2.1,1.4,1.28903732
12,0,2.3,0.7,1.80559346
12,0,2.3,1.05,1.353783275
12,0,2.3,1.4,1.158633795
12,0,2.5,0.7,1.51381865
12,0,2.5,1.05,1.28789654
12,0,2.5,1.4,1.18235387
12,25,1.6,0.7,2.81568514
12,25,1.6,1.05,2.39229897
12,25,1.6,1.4,2.66575283
12,25,1.8,0.7,10.96776871
12,25,1.8,1.05,4.806190225
12,25,1.8,1.4,3.765164815
12,25,2,0.7,8.574036075
12,25,2,1.05,9.426500365
12,25,2,1.4,1.81290671
12,25,2.2,0.7,33.4553499
12,25,2.2,1.05,1.462283295
12,25,2.2,1.4,1.90966783
12,25,2.4,0.7,32.15487672
12,25,2.4,1.05,1.6005787
12,25,2.4,1.4,1.22288414
12,50,1.5,0.7,3.05250575
12,50,1.5,1.05,1.391692875
12,50,1.5,1.4,1.58716356
12,50,1.7,0.7,3.26030678
12,50,1.7,1.05,6.01849178
12,50,1.7,1.4,3.17396336
12,50,1.9,0.7,5.90276535
12,50,1.9,1.05,5.72380911
12,50,1.9,1.4,15.62069471
12,50,2.1,0.7,9.29026404
12,50,2.1,1.05,10.60761289
12,50,2.1,1.4,22.63830231
12,50,2.3,0.7,17.4591797
12,50,2.3,1.05,18.90567656
12,50,2.3,1.4,1.74107211
12,50,2.5,0.7,33.0137716
12,50,2.5,1.05,2.0703271
12,50,2.5,1.4,1.302218465
12,75,1.6,0.7,2.43280957
12,75,1.6,1.05,15.31898925
12,75,1.6,1.4,2.38991713
12,75,1.8,0.7,16.34781985
12,75,1.8,1.05,5.086568105
12,75,1.8,1.4,17.76506143
12,75,2,0.7,17.19897909
12,75,2,1.05,32.17184556
12,75,2,1.4,17.65870961
12,75,2.2,0.7,19.73401949
12,75,2.2,1.05,27.71886967
12,75,2.2,1.4,2.75804036
12,75,2.4,0.7,45.48213759
12,75,2.4,1.05,40.6079649
12,75,2.4,1.4,1.60176982
12,100,1.5,0.7,8.892414655
12,100,1.5,1.05,8.88408156
12,100,1.5,1.4,9.853825685
12,100,1.7,0.7,11.29506672
12,100,1.7,1.05,13.35318585
12,100,1.7,1.4,12.72629473
12,100,1.9,0.7,18.6692565
12,100,1.9,1.05,20.39089823
12,100,1.9,1.4,21.70844968
12,100,2.1,0.7,26.18295304
12,100,2.1,1.05,29.36967361
12,100,2.1,1.4,39.31829259
12,100,2.3,0.7,34.90977982
12,100,2.3,1.05,40.4790107
12,100,2.3,1.4,1.843159445
12,100,2.5,0.7,37.66667776
12,100,2.5,1.05,37.06981261
12,100,2.5,1.4,1.70377423
12,125,1.6,0.7,13.71977862
12,125,1.6,1.05,14.92099437
12,125,1.6,1.4,12.07112258
12,125,1.8,0.7,29.34213915
12,125,1.8,1.05,22.95483198
12,125,1.8,1.4,21.35987436
12,125,2,0.7,33.82786567
12,125,2,1.05,37.20733246
12,125,2,1.4,38.36510421
12,125,2.2,0.7,32.78833207
12,125,2.2,1.05,33.16625308
12,125,2.2,1.4,23.75170673
12,125,2.4,0.7,35.76095873
12,125,2.4,1.05,24.95509839
12,125,2.4,1.4,2.37460567
12,150,1.5,0.7,20.43303825
12,150,1.5,1.05,18.19801116
12,150,1.5,1.4,16.36990424
12,150,1.7,0.7,27.56463097
12,150,1.7,1.05,28.86626493
12,150,1.7,1.4,21.9534511
12,150,1.9,0.7,27.43718607
12,150,1.9,1.05,43.81693055
12,150,1.9,1.4,41.89631514
12,150,2.1,0.7,30.01685387
12,150,2.1,1.05,26.98313765
12,150,2.1,1.4,15.82714667
12,150,2.3,0.7,30.81267184
12,150,2.3,1.05,20.01687814
12,150,2.3,1.4,2.280350995
12,150,2.5,0.7,33.55520108
12,150,2.5,1.05,15.7435385
12,150,2.5,1.4,1.573343915
12,175,1.6,0.7,24.70855653
12,175,1.6,1.05,28.30756993
12,175,1.6,1.4,38.70371517
12,175,1.8,0.7,30.44194607
12,175,1.8,1.05,46.28138168
12,175,1.8,1.4,46.04167205
12,175,2,0.7,30.24429189
12,175,2,1.05,20.9950382
12,175,2,1.4,14.31680707
12,175,2.2,0.7,31.34408471
12,175,2.2,1.05,17.33874133
12,175,2.2,1.4,1.629345795
12,175,2.4,0.7,36.03900898
12,175,2.4,1.05,10.59665846
12,175,2.4,1.4,2.74636211
12,200,1.5,0.7,32.69642057
12,200,1.5,1.05,32.67447181
12,200,1.5,1.4,39.71127057
12,200,1.7,0.7,30.81942151
12,200,1.7,1.05,20.98843555
12,200,1.7,1.4,51.54260273
12,200,1.9,0.7,29.9102573
12,200,1.9,1.05,17.01436909
12,200,1.9,1.4,8.28854607
12,200,2.1,0.7,33.25790557
12,200,2.1,1.05,11.36837164
12,200,2.1,1.4,1.570382565
12,200,2.3,0.7,34.8912318
12,200,2.3,1.05,11.63569601
12,200,2.3,1.4,1.216757475
12,200,2.5,0.7,36.73641685
12,200,2.5,1.05,1.52683429
12,200,2.5,1.4,1.887555225
6,0,1.5,0.7,0.984718805
6,0,1.5,1.05,1.204278305
6,0,1.5,1.4,1.66416987
6,0,1.7,0.7,3.09425671
6,0,1.7,1.05,2.933434265
6,0,1.7,1.4,2.328659075
6,0,1.9,0.7,3.576849065
6,0,1.9,1.05,2.966058095
6,0,1.9,1.4,6.652394795
6,0,2.1,0.7,17.42102897
6,0,2.1,1.05,6.771103375
6,0,2.1,1.4,7.735849185
6,0,2.3,0.7,5.017847775
6,0,2.3,1.05,32.23955734
6,0,2.3,1.4,2.02903116
6,0,2.5,0.7,30.26843881
6,0,2.5,1.05,11.31234055
6,0,2.5,1.4,36.25217858
6,25,1.6,0.7,2.09663152
6,25,1.6,1.05,1.83385039
6,25,1.6,1.4,1.696675845
6,25,1.8,0.7,1.504651125
6,25,1.8,1.05,4.24364418
6,25,1.8,1.4,2.45040998
6,25,2,0.7,3.88626849
6,25,2,1.05,2.940354025
6,25,2,1.4,6.44899864
6,25,2.2,0.7,12.36841071
6,25,2.2,1.05,7.9235667
6,25,2.2,1.4,4.150184395
6,25,2.4,0.7,18.73687729
6,25,2.4,1.05,11.42302692
6,25,2.4,1.4,2.25998876
6,50,1.5,0.7,0.503617945
6,50,1.5,1.05,0.77442139
6,50,1.5,1.4,0.615132955
6,50,1.7,0.7,0.857033345
6,50,1.7,1.05,1.78397391
6,50,1.7,1.4,1.47492584
6,50,1.9,0.7,1.31915937
6,50,1.9,1.05,1.898873585
6,50,1.9,1.4,2.720035715
6,50,2.1,0.7,3.17734853
6,50,2.1,1.05,2.592669905
6,50,2.1,1.4,3.74722125
6,50,2.3,0.7,6.059289655
6,50,2.3,1.05,8.212267235
6,50,2.3,1.4,5.749600085
6,50,2.5,0.7,6.19458219
6,50,2.5,1.05,24.14959018
6,50,2.5,1.4,21.12649344
6,75,1.6,0.7,0.421248255
6,75,1.6,1.05,0.74635778
6,75,1.6,1.4,1.690187665
6,75,1.8,0.7,0.874340925
6,75,1.8,1.05,0.737498875
6,75,1.8,1.4,0.764132035
6,75,2,0.7,1.16090386
6,75,2,1.05,2.33812806
6,75,2,1.4,4.505327385
6,75,2.2,0.7,3.738256045
6,75,2.2,1.05,4.35728777
6,75,2.2,1.4,11.99178691
6,75,2.4,0.7,3.55753965
6,75,2.4,1.05,19.44473814
6,75,2.4,1.4,18.85629444
6,100,1.5,0.7,1.297602915
6,100,1.5,1.05,1.766962485
6,100,1.5,1.4,1.55379982
6,100,1.7,0.7,2.458336485
6,100,1.7,1.05,2.608886545
6,100,1.7,1.4,9.27425569
6,100,1.9,0.7,1.230991015
6,100,1.9,1.05,12.41231281
6,100,1.9,1.4,13.77882286
6,100,2.1,0.7,13.02767408
6,100,2.1,1.05,14.89652844
6,100,2.1,1.4,17.55796323
6,100,2.3,0.7,17.90994853
6,100,2.3,1.05,14.43700693
6,100,2.3,1.4,16.11451264
6,100,2.5,0.7,22.08445189
6,100,2.5,1.05,20.04377174
6,100,2.5,1.4,19.59464177
6,125,1.6,0.7,1.085871695
6,125,1.6,1.05,13.05591221
6,125,1.6,1.4,13.9894676
6,125,1.8,0.7,0.71230218
6,125,1.8,1.05,13.82702867
6,125,1.8,1.4,13.68365648
6,125,2,0.7,1.39624755
6,125,2,1.05,18.96923443
6,125,2,1.4,16.97832826
6,125,2.2,0.7,20.71585045
6,125,2.2,1.05,18.72782356
6,125,2.2,1.4,19.21279802
6,125,2.4,0.7,21.46815411
6,125,2.4,1.05,17.71837793
6,125,2.4,1.4,20.38441493
6,150,1.5,0.7,0.720294875
6,150,1.5,1.05,0.91101892
6,150,1.5,1.4,18.74742944
6,150,1.7,0.7,0.88429715
6,150,1.7,1.05,15.54963513
6,150,1.7,1.4,19.01081895
6,150,1.9,0.7,0.862449755
6,150,1.9,1.05,15.59957872
6,150,1.9,1.4,16.0481957
6,150,2.1,0.7,14.10560919
6,150,2.1,1.05,16.99550773
6,150,2.1,1.4,16.09093879
6,150,2.3,0.7,17.37752817
6,150,2.3,1.05,17.35029167
6,150,2.3,1.4,15.50390773
6,150,2.5,0.7,17.94230795
6,150,2.5,1.05,20.4220484
6,150,2.5,1.4,16.39896448
6,175,1.6,0.7,15.46033752
6,175,1.6,1.05,19.34627319
6,175,1.6,1.4,18.26674629
6,175,1.8,0.7,15.6975907
6,175,1.8,1.05,17.38876143
6,175,1.8,1.4,28.19387442
6,175,2,0.7,18.57465277
6,175,2,1.05,17.13837747
6,175,2,1.4,20.57800408
6,175,2.2,0.7,19.21437316
6,175,2.2,1.05,17.07134424
6,175,2.2,1.4,16.37818041
6,175,2.4,0.7,22.75940737
6,175,2.4,1.05,17.88724908
6,175,2.4,1.4,18.2698049
6,200,1.5,0.7,15.7409393
6,200,1.5,1.05,15.63951464
6,200,1.5,1.4,20.37627403
6,200,1.7,0.7,16.27981063
6,200,1.7,1.05,26.36648259
6,200,1.7,1.4,22.27744967
6,200,1.9,0.7,13.79168408
6,200,1.9,1.05,19.49920548
6,200,1.9,1.4,22.75615377
6,200,2.1,0.7,20.23517058
6,200,2.1,1.05,20.51055968
6,200,2.1,1.4,7.20144772
6,200,2.3,0.7,23.40856053
6,200,2.3,1.05,21.32481878
6,200,2.3,1.4,24.85532039
6,200,2.5,0.7,25.13038982
6,200,2.5,1.05,22.80520974
6,200,2.5,1.4,18.87405486
8,0,1.5,0.7,1.79906466
8,0,1.5,1.05,1.584290705
8,0,1.5,1.4,1.660902335
8,0,1.7,0.7,3.66459729
8,0,1.7,1.05,2.09191768
8,0,1.7,1.4,4.383226565
8,0,1.9,0.7,5.202961875
8,0,1.9,1.05,7.4669773
8,0,1.9,1.4,4.02889168
8,0,2.1,0.7,20.42346871
8,0,2.1,1.05,19.61008402
8,0,2.1,1.4,1.70359334
8,0,2.3,0.7,4.988631565
8,0,2.3,1.05,1.61534906
8,0,2.3,1.4,1.9665795
8,0,2.5,0.7,35.57965442
8,0,2.5,1.05,2.239210555
8,0,2.5,1.4,1.310974495
8,25,1.6,0.7,3.92030164
8,25,1.6,1.05,6.31753358
8,25,1.6,1.4,2.70571583
8,25,1.8,0.7,9.68552392
8,25,1.8,1.05,6.70508105
8,25,1.8,1.4,10.12589473
8,25,2,0.7,6.35420248
8,25,2,1.05,13.3530951
8,25,2,1.4,10.95345267
8,25,2.2,0.7,10.01264335
8,25,2.2,1.05,29.72036515
8,25,2.2,1.4,18.59106074
8,25,2.4,0.7,13.43877417
8,25,2.4,1.05,36.1300039
8,25,2.4,1.4,34.9592874
8,50,1.5,0.7,0.580645385
8,50,1.5,1.05,0.2835024
8,50,1.5,1.4,0.610162855
8,50,1.7,0.7,1.068200195
8,50,1.7,1.05,0.530468075
8,50,1.7,1.4,2.57808866
8,50,1.9,0.7,1.7688226
8,50,1.9,1.05,0.99036637
8,50,1.9,1.4,4.16800253
8,50,2.1,0.7,2.552720965
8,50,2.1,1.05,6.37566581
8,50,2.1,1.4,4.02354012
8,50,2.3,0.7,3.08157811
8,50,2.3,1.05,19.8553271
8,50,2.3,1.4,10.78723802
8,50,2.5,0.7,4.478213675
8,50,2.5,1.05,21.22377998
8,50,2.5,1.4,2.090443795
8,75,1.6,0.7,0.997970035
8,75,1.6,1.05,0.5029841
8,75,1.6,1.4,1.202600565
8,75,1.8,0.7,1.923480915
8,75,1.8,1.05,13.76810579
8,75,1.8,1.4,0.98540034
8,75,2,0.7,17.16436162
8,75,2,1.05,1.427589615
8,75,2,1.4,4.00071953
8,75,2.2,0.7,17.61099159
8,75,2.2,1.05,4.977815625
8,75,2.2,1.4,28.39669297
8,75,2.4,0.7,4.023762455
8,75,2.4,1.05,21.54221829
8,75,2.4,1.4,16.98524062
8,100,1.5,0.7,1.752622255
8,100,1.5,1.05,0.98552759
8,100,1.5,1.4,0.381889405
8,100,1.7,0.7,1.401898735
8,100,1.7,1.05,16.41218992
8,100,1.7,1.4,0.58207294
8,100,1.9,0.7,15.761628
8,100,1.9,1.05,21.01485876
8,100,1.9,1.4,1.09751429
8,100,2.1,0.7,18.09078329
8,100,2.1,1.05,27.92352784
8,100,2.1,1.4,2.174995185
8,100,2.3,0.7,20.89136195
8,100,2.3,1.05,30.80100966
8,100,2.3,1.4,15.90063296
8,100,2.5,0.7,3.691875515
8,100,2.5,1.05,29.25635883
8,100,2.5,1.4,37.2935421
8,125,1.6,0.7,0.555669225
8,125,1.6,1.05,1.54022802
8,125,1.6,1.4,1.772851885
8,125,1.8,0.7,17.40060132
8,125,1.8,1.05,1.15879333
8,125,1.8,1.4,1.74030975
8,125,2,0.7,1.26034766
8,125,2,1.05,16.96168832
8,125,2,1.4,17.09009911
8,125,2.2,0.7,21.53762106
8,125,2.2,1.05,23.23672095
8,125,2.2,1.4,17.31953869
8,125,2.4,0.7,22.84953928
8,125,2.4,1.05,24.81064122
8,125,2.4,1.4,24.46094024
8,150,1.5,0.7,15.37844109
8,150,1.5,1.05,16.36829634
8,150,1.5,1.4,1.90937273
8,150,1.7,0.7,13.29449274
8,150,1.7,1.05,18.11751563
8,150,1.7,1.4,24.27369623
8,150,1.9,0.7,21.12950211
8,150,1.9,1.05,2.87239936
8,150,1.9,1.4,18.21817377
8,150,2.1,0.7,23.11471414
8,150,2.1,1.05,25.97304787
8,150,2.1,1.4,11.0882812
8,150,2.3,0.7,25.69999832
8,150,2.3,1.05,24.84117849
8,150,2.3,1.4,21.82711212
8,150,2.5,0.7,20.32642785
8,150,2.5,1.05,28.80428434
8,150,2.5,1.4,23.14973202
8,175,1.6,0.7,9.44977179
8,175,1.6,1.05,13.35499867
8,175,1.6,1.4,12.54898462
8,175,1.8,0.7,9.934021545
8,175,1.8,1.05,22.54772138
8,175,1.8,1.4,19.39221531
8,175,2,0.7,19.87380413
8,175,2,1.05,30.09047112
8,175,2,1.4,35.5636307
8,175,2.2,0.7,21.70413423
8,175,2.2,1.05,26.32360299
8,175,2.2,1.4,21.14495698
8,175,2.4,0.7,25.05996553
8,175,2.4,1.05,26.33490468
8,175,2.4,1.4,26.17297952
8,200,1.5,0.7,19.75280611
8,200,1.5,1.05,13.41499684
8,200,1.5,1.4,15.70872909
8,200,1.7,0.7,21.33334446
8,200,1.7,1.05,13.53689275
8,200,1.7,1.4,12.99023395
8,200,1.9,0.7,21.89667604
8,200,1.9,1.05,22.53879111
8,200,1.9,1.4,21.90320458
8,200,2.1,0.7,25.87711604
8,200,2.1,1.05,22.34457401
8,200,2.1,1.4,20.82277737
8,200,2.3,0.7,25.5377981
8,200,2.3,1.05,23.16218558
8,200,2.3,1.4,21.21698051
8,200,2.5,0.7,31.19337179
8,200,2.5,1.05,23.35022337
8,200,2.5,1.4,22.21883225
10,0,1.5,0.7,2.484941625
10,0,1.5,1.05,1.995446115
10,0,1.5,1.4,1.59246101
10,0,1.7,0.7,3.93400999
10,0,1.7,1.05,4.202121115
10,0,1.7,1.4,2.09316675
10,0,1.9,0.7,6.404926035
10,0,1.9,1.05,2.301721065
10,0,1.9,1.4,2.207163845
10,0,2.1,0.7,19.13454141
10,0,2.1,1.05,1.59126824
10,0,2.1,1.4,1.47175539
10,0,2.3,0.7,8.552942635
10,0,2.3,1.05,1.48189301
10,0,2.3,1.4,1.22052988
10,0,2.5,0.7,2.17018344
10,0,2.5,1.05,1.78869854
10,0,2.5,1.4,1.23106499
10,25,1.6,0.7,3.236290435
10,25,1.6,1.05,4.48764365
10,25,1.6,1.4,5.52352907
10,25,1.8,0.7,4.301986835
10,25,1.8,1.05,7.23375999
10,25,1.8,1.4,6.765780615
10,25,2,0.7,9.176301185
10,25,2,1.05,11.53404773
10,25,2,1.4,8.83892428
10,25,2.2,0.7,23.76283092
10,25,2.2,1.05,8.484391765
10,25,2.2,1.4,1.75988664
10,25,2.4,0.7,31.26961212
10,25,2.4,1.05,32.82540015
10,25,2.4,1.4,12.38719482
10,50,1.5,0.7,0.39829036
10,50,1.5,1.05,1.309078795
10,50,1.5,1.4,1.787142455
10,50,1.7,0.7,2.04446714
10,50,1.7,1.05,0.80325155
10,50,1.7,1.4,2.6504243
10,50,1.9,0.7,4.3821171
10,50,1.9,1.05,1.884693735
10,50,1.9,1.4,5.6230742
10,50,2.1,0.7,8.18131518
10,50,2.1,1.05,18.25382211
10,50,2.1,1.4,8.43650171
10,50,2.3,0.7,18.80038505
10,50,2.3,1.05,23.0185344
10,50,2.3,1.4,18.32694408
10,50,2.5,0.7,17.63498946
10,50,2.5,1.05,8.159024855
10,50,2.5,1.4,1.883642545
10,75,1.6,0.7,2.55179376
10,75,1.6,1.05,3.982026465
10,75,1.6,1.4,0.91748268
10,75,1.8,0.7,3.71797517
10,75,1.8,1.05,13.02729787
10,75,1.8,1.4,15.57363845
10,75,2,0.7,7.923393555
10,75,2,1.05,19.17797565
10,75,2,1.4,21.90600339
10,75,2.2,0.7,22.52605105
10,75,2.2,1.05,25.9285469
10,75,2.2,1.4,30.17208591
10,75,2.4,0.7,18.19590629
10,75,2.4,1.05,31.50348043
10,75,2.4,1.4,33.23522319
10,100,1.5,0.7,2.03703113
